0 0 1 0 0
0.1 2.2618e-05 0.995782 0.000453264 -0.0843164
0.2 9.10087e-05 0.983152 0.000917167 -0.168182
0.3 0.000206725 0.962176 0.00140119 -0.251131
0.4 0.000372161 0.932972 0.0019125 -0.332666
0.5 0.000590262 0.895708 0.00245476 -0.412249
0.6 0.000864117 0.850607 0.00302697 -0.489289
0.7 0.00119644 0.797956 0.00362246 -0.563133
0.8 0.00158895 0.73811 0.00422804 -0.633074
0.9 0.00204172 0.671497 0.00482357 -0.698347
1 0.00255244 0.598623 0.00538213 -0.758148
1.1 0.00311583 0.520077 0.00587093 -0.811652
1.2 0.00372308 0.43653 0.00625309 -0.858041
1.3 0.00436161 0.348732 0.00649032 -0.896541
1.4 0.0050151 0.257508 0.00654634 -0.926459
1.5 0.00566381 0.163746 0.00639053 -0.947224
1.6 0.00628542 0.0683823 0.00600164 -0.958423
1.7 0.00685605 -0.0276124 0.00537055 -0.959831
1.8 0.0073516 -0.123257 0.00450201 -0.951425
1.9 0.00774915 -0.217576 0.00341476 -0.933388
2 0.00802829 -0.309625 0.00214004 -0.906092
2.1 0.00817227 -0.398504 0.000718897 -0.870076
2.2 0.00816877 -0.483372 -0.000801402 -0.826008
2.3 0.00801034 -0.563462 -0.00237125 -0.774648
2.4 0.00769448 -0.638085 -0.00394228 -0.716804
2.5 0.00722332 -0.706634 -0.00547035 -0.653303
2.6 0.00660311 -0.768584 -0.0069176 -0.584953
2.7 0.00584352 -0.823489 -0.00825372 -0.512528
2.8 0.00495683 -0.870978 -0.00945631 -0.436751
2.9 0.0039572 -0.910749 -0.0105107 -0.358287
3 0.00285989 -0.942566 -0.0114093 -0.277741
3.1 0.0016806 -0.966247 -0.0121505 -0.195668
3.2 0.000434923 -0.981666 -0.0127379 -0.112576
3.3 -0.000862094 -0.988744 -0.0131788 -0.0289418
3.4 -0.0021963 -0.987451 -0.0134835 0.0547773
3.5 -0.00355464 -0.977801 -0.0136636 0.138127
3.6 -0.00492527 -0.959854 -0.0137313 0.220641
3.7 -0.00629753 -0.933717 -0.013698 0.301827
3.8 -0.00766183 -0.89955 -0.0135733 0.381158
3.9 -0.00900936 -0.857567 -0.0133636 0.458053
4 -0.0103318 -0.808041 -0.0130712 0.531883
4.1 -0.0116208 -0.751315 -0.0126931 0.60196
4.2 -0.0128673 -0.687799 -0.012221 0.667547
4.3 -0.0140614 -0.617981 -0.0116408 0.727866
4.4 -0.0151912 -0.542428 -0.0109334 0.78212
4.5 -0.016243 -0.461786 -0.0100762 0.829516
4.6 -0.0172007 -0.376779 -0.00904528 0.869299
4.7 -0.0180456 -0.288202 -0.00781848 0.900789
4.8 -0.0187573 -0.196916 -0.0063786 0.923416
4.9 -0.0193139 -0.103829 -0.00471678 0.936755
5 -0.0196933 -0.0098832 -0.00283515 0.940559
5.1 -0.0198741 0.0839629 -0.000748537 0.93477
5.2 -0.019837 0.176755 0.00151529 0.919526
5.3 -0.0195664 0.267563 0.00391676 0.895149
5.4 -0.0190507 0.355497 0.00640693 0.862126
5.5 -0.0182839 0.439721 0.00893079 0.821075
5.6 -0.0172654 0.519468 0.0114309 0.772708
5.7 -0.0160004 0.594045 0.013851 0.717797
5.8 -0.0144996 0.662836 0.016139 0.657136
5.9 -0.0127785 0.725306 0.018249 0.591515
6 -0.010857 0.780999 0.0201434 0.521695
6.1 -0.00875804 0.82953 0.0217927 0.448395
6.2 -0.00650732 0.870584 0.0231762 0.372283
6.3 -0.0041321 0.903913 0.0242811 0.293975
6.4 -0.00166058 0.929325 0.025102 0.214035
6.5 0.000878849 0.946683 0.0256398 0.132989
6.6 0.00345816 0.955902 0.0259009 0.0513266
6.7 0.00605015 0.956943 0.0258956 -0.0304778
6.8 0.00862885 0.949817 0.0256374 -0.111958
6.9 0.0111697 0.934579 0.0251416 -0.192638
7 0.0136498 0.911333 0.0244243 -0.272024
7.1 0.0160477 0.880235 0.0235012 -0.349588
7.2 0.0183436 0.841495 0.0223864 -0.424763
7.3 0.020519 0.795382 0.0210913 -0.496937
7.4 0.0225562 0.74223 0.0196239 -0.565449
7.5 0.0244382 0.682438 0.0179879 -0.6296
7.6 0.0261481 0.616479 0.0161831 -0.688656
7.7 0.027669 0.544901 0.0142053 -0.741872
7.8 0.0289832 0.468324 0.0120478 -0.788509
7.9 0.0300723 0.387442 0.00970337 -0.827866
8 0.0309174 0.303015 0.00716623 -0.859312
8.1 0.0314991 0.215861 0.00443524 -0.882318
8.2 0.0317982 0.126846 0.00151634 -0.896486
8.3 0.0317966 0.0368664 -0.0015751 -0.901577
8.4 0.0314783 -0.0531647 -0.00481297 -0.897525
8.5 0.0308303 -0.142337 -0.00816015 -0.884439
8.6 0.0298441 -0.22976 -0.0115696 -0.862598
8.7 0.0285162 -0.314579 -0.0149862 -0.832433
8.8 0.0268487 -0.395988 -0.0183499 -0.794498
8.9 0.02485 -0.473241 -0.021599 -0.749441
9 0.0225347 -0.545662 -0.0246729 -0.69797
9.1 0.0199232 -0.612646 -0.0275154 -0.640826
9.2 0.017041 -0.673663 -0.0300766 -0.57875
9.3 0.0139186 -0.728256 -0.0323148 -0.512469
9.4 0.0105899 -0.776039 -0.0341968 -0.442677
9.5 0.00709193 -0.816696 -0.0356984 -0.370028
9.6 0.00346345 -0.849971 -0.0368042 -0.295134
9.7 -0.000255479 -0.875667 -0.037507 -0.218565
